Time Bucket (Europe/London),Dalys Seafoods-Mains_A (kWhs),Dalys Seafoods-Mains_B (kWhs),Dalys Seafoods-Mains_C (kWhs),Dalys Seafoods-Room/Multi-use Circuit-Sheds & Container Cold Rooms (kWhs),Dalys Seafoods-Other-Slicing Room (kWhs),Dalys Seafoods-Other-Big Freezer (kWhs),Dalys Seafoods-Other-Finished Smoked Cold Room (kWhs),Dalys Seafoods-Other-Big Cold Room (kWhs),Dalys Seafoods-Other-Smoker (kWhs)
03/31/2025 01:00:00,7.7591,9.3912,9.3242,14.7664,0.0467,6.4280,0.0054,4.4126,0.1099
03/31/2025 02:00:00,7.3893,9.2834,9.0801,15.5799,0.0523,8.1429,0.0054,2.4716,0.1123
03/31/2025 03:00:00,7.4626,9.8433,9.3311,14.6936,0.0458,6.6028,0.0010,4.3768,0.1109
03/31/2025 04:00:00,6.9294,8.6150,7.9330,14.9855,0.0344,3.8286,0.0007,3.5561,0.1093
03/31/2025 05:00:00,6.9973,8.9228,8.4310,13.8723,0.0396,3.7219,0.0001,3.0540,0.1065
03/31/2025 06:00:00,8.1130,10.3350,9.7789,15.4615,0.0395,3.3009,0.0006,3.9761,0.1059
03/31/2025 07:00:00,7.6972,9.5202,8.5014,16.0006,0.0353,3.1780,0.0010,4.7194,0.1057
03/31/2025 08:00:00,8.9826,12.7399,15.4615,14.3800,0.0621,4.6451,0.0039,3.5552,0.1046
03/31/2025 09:00:00,10.1213,14.1404,15.6700,16.4413,0.0571,4.9656,0.0018,6.4211,0.1092
03/31/2025 10:00:00,8.6091,11.3743,14.0796,16.3660,0.0454,6.5976,0.0037,5.2059,0.1099
03/31/2025 11:00:00,9.0154,11.6913,12.9791,16.1753,0.0374,6.6446,0.0032,7.4825,0.1104
03/31/2025 12:00:00,8.5538,10.2878,8.3961,16.6266,0.0261,6.6263,0.0017,5.1968,0.1117
03/31/2025 13:00:00,8.9846,10.7742,9.0163,15.2102,0.0317,5.9994,0.0013,8.3142,0.1095
03/31/2025 14:00:00,15.7286,19.2332,20.1596,17.6623,0.0470,7.7201,0.0082,6.8438,0.1055
03/31/2025 15:00:00,10.6985,12.4006,13.2785,17.0323,0.0417,6.2281,0.0038,9.1713,0.1065
03/31/2025 16:00:00,5.8827,7.8484,5.5357,16.7514,0.0208,7.2530,0.0011,2.4647,0.1098
03/31/2025 17:00:00,7.2507,8.7016,6.1369,14.3185,0.0280,7.0238,0.0032,3.9556,0.1041
03/31/2025 18:00:00,7.4765,9.7988,6.8343,13.4679,0.0378,6.9232,0.0017,3.9143,0.1080
03/31/2025 19:00:00,8.1062,11.4190,8.7425,14.5183,0.0475,6.8508,0.0011,4.4031,0.1113
03/31/2025 20:00:00,7.4074,10.3690,8.1389,13.6094,0.0449,6.7751,0.0013,3.7960,0.1102
03/31/2025 21:00:00,7.3804,9.3065,7.6873,13.2430,0.0363,3.4613,0.0009,4.0126,0.1092
03/31/2025 22:00:00,9.3500,11.8054,10.4462,13.1988,0.0513,5.9747,0.0022,4.0303,0.1128
03/31/2025 23:00:00,7.5962,9.1938,7.6531,14.1218,0.0367,4.3271,0.0019,3.8790,0.1095
04/01/2025 00:00:00,7.1536,8.7435,7.1398,13.8448,0.0331,3.3833,0.0006,3.5980,0.1079
04/01/2025 01:00:00,6.8188,8.3810,7.0784,13.0455,0.0354,3.9182,0.0004,4.1375,0.1100
04/01/2025 02:00:00,7.5390,9.3032,8.4481,12.9538,0.0485,7.2917,0.0043,3.7535,0.1122
04/01/2025 03:00:00,7.1444,9.2063,8.8464,13.8383,0.0507,8.3269,0.0052,3.5904,0.1133
04/01/2025 04:00:00,7.7165,9.4818,8.8575,13.8918,0.0462,6.8769,0.0014,4.0015,0.1111
04/01/2025 05:00:00,6.3429,7.5464,6.7743,13.2017,0.0319,3.5768,0.0015,3.7960,0.1073
04/01/2025 06:00:00,8.6264,10.8937,10.4302,12.8560,0.0511,5.8047,0.0013,3.8521,0.1084
04/01/2025 07:00:00,6.5571,7.8945,6.9757,12.9888,0.0249,2.0711,0.0000,3.9575,0.1021
04/01/2025 08:00:00,6.6909,8.2181,10.6926,14.3581,0.0433,3.8737,0.0015,3.3999,0.1048
04/01/2025 09:00:00,11.1853,16.0592,18.0060,16.3192,0.0676,6.4724,0.0031,4.7846,10.6574
04/01/2025 10:00:00,18.7974,27.2214,29.3225,15.9233,0.1076,6.6357,0.0054,5.0285,27.8037
04/01/2025 11:00:00,21.8001,30.2448,31.7733,16.1927,0.1089,6.1090,0.0052,5.0043,27.8310
04/01/2025 12:00:00,11.1366,13.0935,11.1369,17.2189,0.0411,6.9640,0.0024,7.1988,5.4527
04/01/2025 13:00:00,7.8053,8.6136,7.3770,14.7461,0.0237,4.6234,0.0006,6.7322,0.1112
04/01/2025 14:00:00,9.3081,10.0205,10.5711,18.8385,0.0298,2.6631,0.0019,4.6235,0.1091
04/01/2025 15:00:00,10.6468,11.5728,13.2971,22.1983,0.0446,8.0247,0.0091,7.1031,0.1086
04/01/2025 16:00:00,6.9303,7.8337,7.3101,17.3676,0.0286,8.5451,0.0063,2.9594,0.1054
04/01/2025 17:00:00,8.1333,8.8911,7.6805,15.8622,0.0299,7.4425,0.0049,3.7581,0.1029
04/01/2025 18:00:00,7.8375,9.2924,7.9139,14.2056,0.0376,7.2780,0.0033,4.0845,0.1074
04/01/2025 19:00:00,8.7130,9.9336,9.1744,15.2686,0.0453,7.0832,0.0051,3.9046,0.1079
04/01/2025 20:00:00,8.2300,10.2844,9.4393,15.1811,0.0479,6.9260,0.0035,4.1694,0.1079
04/01/2025 21:00:00,8.3233,10.4463,9.5353,15.7171,0.0466,6.8696,0.0034,4.1599,0.1094
04/01/2025 22:00:00,9.7271,12.1171,11.5286,16.5750,0.0592,6.9129,0.0032,3.7864,0.1141
04/01/2025 23:00:00,9.5906,10.6155,10.3463,14.4163,0.0509,6.8788,0.0047,3.6098,0.1114
04/02/2025 00:00:00,7.8214,8.9331,8.5843,14.0566,0.0455,6.5657,0.0021,3.4706,0.1083
04/02/2025 01:00:00,7.4942,8.3554,7.7824,15.1331,0.0327,3.1125,0.0008,3.4840,0.1076
04/02/2025 02:00:00,7.5464,8.5803,8.1211,14.7950,0.0363,3.6314,0.0017,5.0219,0.1080
04/02/2025 03:00:00,7.4769,9.3706,9.0529,15.5607,0.0451,6.6394,0.0048,3.5391,0.1124
04/02/2025 04:00:00,7.8958,9.6673,9.3185,15.3951,0.0510,8.1295,0.0062,3.4945,0.1133
04/02/2025 05:00:00,7.6781,9.2657,8.7150,14.2976,0.0457,6.7703,0.0024,3.3708,0.1080
04/02/2025 06:00:00,7.9149,10.1889,9.5539,14.6835,0.0474,5.0882,0.0007,3.3531,0.1067
04/02/2025 07:00:00,8.4410,10.3380,9.4776,14.7817,0.0406,4.8383,0.0016,3.3834,0.1080
04/02/2025 08:00:00,11.1967,10.6026,14.2032,19.6635,0.0749,5.8949,0.0067,4.9359,0.1054
04/02/2025 09:00:00,15.7163,14.0951,15.6020,19.5100,0.0772,6.4792,0.0041,8.9663,0.1090
04/02/2025 10:00:00,12.5614,9.8492,11.2390,17.2955,0.0477,4.3023,0.0019,6.0179,0.1038
04/02/2025 11:00:00,12.1219,9.6401,9.9964,15.6574,0.0398,4.0080,0.0022,7.4244,0.1053
04/02/2025 12:00:00,9.1316,6.2565,5.6364,11.0339,0.0259,4.7721,0.0031,6.7504,0.0728
